what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151129890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151165156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151181781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151251515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151325531
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1314151405062
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1314151408125
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1314151409234
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314151409328
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1314151410937
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1314151411031
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1314151411078
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314151411468
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314151411578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151493375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151639734
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314151640437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151819593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151819593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151819734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151820609
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314151822156
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314151823046
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314151825265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314151933625
