what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154237937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154257781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154335375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154481187
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314154710156
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154712500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154722328
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314154722406
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314154722437
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314154724640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154731687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154733218
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314154733234
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314154733234
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314154734000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154736765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154738406
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314154738406
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154741078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314154745671
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314154745734
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1314154745765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314154747671
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1314154749093
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1314154749250
