what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1314161742406
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1314161748953
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1314161752640
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314161765421
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1314161766734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161809671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161940906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314161943750
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314161944250
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314161945625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314161946937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314161948031
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314161951375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161960906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161966921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161968015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161969515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161970750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161980015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161998187
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314161999890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314162000875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314162013625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1314162013984
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1314162014828
